Brand ID,Brand name,Tracking URL,GEO,Currency
106789,"PINGMIC","https://app.partnerboost.com/track/a20dQcFgHjnKEgivDEBuBzA6B7xN_bCxxNgeFejzudVPJZbsykELmIARf1cIXirOlTdUnUGBJcGKra_aY_c?url=https%3A%2F%2Fwww.amazon.com%2Fstores%2FPINGMIC%2Fpage%2FAD1266BE-A62B-4D7D-86AB-6FF67AFD5C3D%3Fref_%3Dast_bln%26store_ref%3Dbl_ast_dp_brandLogo_sto","CN","USD"
106741,"PYH","https://app.partnerboost.com/track/9159br8Mz9SVTmyYf6YdaijRH7sKOChAQN9amLhhWPOvaryfARY87fJNu2wS4MmvzzVkkhligA_c_c?url=https%3A%2F%2Fwww.amazon.com%2Fstores%2FPYH%2Fpage%2F8240D000-EC08-426E-9EF3-B15740EC1368%3Fref_%3Dast_bln","CN","USD"
123471,"RAMIFYAI","https://app.partnerboost.com/track/fd5faXNN90eGMjjgA52KENL7QM2abbjB45MTdJfM_aJBOprxT7uxoWVuPQzn64OO_bd8UB5D9oBZ1o0cjk?url=https%3A%2F%2Fwww.amazon.com%2Fs%3Fme%3DA31STCY9U4KVV1%26marketplaceID%3DATVPDKIKX0DER","CN","USD"
103860,"Relxitl","https://app.partnerboost.com/track/2aa04gaNZdqSkAmplYFwzrNg0FMpANuRRpYz47NFZ_aTYBp8WhDk7v0cb22fUCQfVqkYhZFN6F95Cbq0_c?url=https%3A%2F%2Fwww.amazon.com%2Fstores%2FRelxitl%2Fpage%2F08B29ECE-1954-4B04-A317-32CD80C74818%3Fref_%3Dast_bln%26store_ref%3Dbl_ast_dp_brandLogo_sto","CN","USD"
99102,"POCUSTIK","https://app.partnerboost.com/track/945e_ad9SFyqSkDr_bEzRfB_aFh_aAgwFMNzzbGC9_aR29WFMe5nU1H5pACi1djdT8ehlKS8fNjK4Ng_c_c?url=https%3A%2F%2Fwww.amazon.com%2Fpocustik","CN","USD"
122525,"Sedmart","https://app.partnerboost.com/track/f764gL3y8M39TqARCgmrrsX3G_aPEQd7fsrFAsJh_a_a3ZJjhN6P6mUAe36jvEEh5vx7Wfc_a1VDIJWHlb4_c?url=https%3A%2F%2Fwww.amazon.com%2Fs%3Fme%3DAZSV8SDGSTAGS%26marketplaceID%3DATVPDKIKX0DER","CN","USD"
97182,"Septekon","https://app.partnerboost.com/track/2314j32mPUEULPVvNtlTCzhknApvpvboREckbgOuNGUCgEhjvgCnYZWrvpi2mtp7ZBP6UZEVqXg0kk3T?url=https%3A%2F%2Fwww.amazon.com%2Fstores%2FSeptekon%2Fpage%2F95E99351-D50B-4B28-A15A-F29D28232600","CN","USD"
100222,"SheSole","https://app.partnerboost.com/track/ce92_bzqe7QF_apt_at84BykcpEH2qfJO4palUmx1t32zW2ljZFe4mxsVw7hmpx1n4OkIX1nN3hWKE6oxE_c?url=https%3A%2F%2Fwww.amazon.com%2Fstores%2FSheSole%2Fpage%2FD0872D95-6046-4910-8CBD-65DD0EF5CA71%3Fref_%3Dast_bln%26store_ref%3Dbl_ast_dp_brandLogo_sto","CN","USD"
98830,"SmartDevil-MX","https://app.partnerboost.com/track/7035cC6uX_b985RRjedBfjA4CbNYKay2DfnUqmI27bq5Pbc2UF0lChKPPYGfK8a86hAj41a5xcw_c_c?url=https%3A%2F%2Fwww.amazon.com.mx%2Fstores%2Fpage%2F663A5746-2A10-4270-B384-0DB15D03B9A4","CN","CNY"
107154,"SJXYOYDS","https://app.partnerboost.com/track/efe4AZAgj1_aSj2wrHJ66ezhHiNSDSoyp7SJasSwGBADZPpz_bCWINuPaXi219Axgkjk397UUG3PBs3uGG?url=https%3A%2F%2Fwww.amazon.com%2Fs%3Fme%3DAXO0N5M4F4VUI%26marketplaceID%3DATVPDKIKX0DER","CN","USD"
